user_id,restaurant_id,rating
242,2655,1.0
2343,2655,1.0
344,2655,1.0
970,2655,1.0
3159,2655,1.0
1533,2655,1.0
1517,2655,0.75
3393,2655,1.0
3168,2655,1.0
3244,2655,1.0
737,2654,0.75
1698,2654,0.75
194,2654,1.0
3158,2654,0.5
2746,2654,0.75
1425,2654,1.0
2157,2653,1.0
1306,2653,1.0
757,2653,0.5
1482,2653,0.5
2468,2653,1.0
1305,2653,0.75
3447,2653,1.0
3434,2653,1.0
294,2652,1.0
238,2652,1.0
3393,2652,1.0
3029,2652,1.0
1691,2652,1.0
1979,2652,1.0
894,2652,1.0
149,2652,0.75
2216,2651,1.0
609,2651,0.5
2143,2651,0.75
1408,2651,1.0
2884,2651,1.0
3083,2651,0.75
1877,2651,1.0
847,2651,0.75
812,2650,0.75
197,2650,1.0
710,2650,1.0
3499,2650,0.75
2231,2650,0.5
829,2650,1.0
2934,2650,1.0
2693,2650,0.75
1258,2650,1.0
1402,2650,1.0
383,2650,1.0
108,2649,1.0
2965,2649,0.5
903,2649,1.0
808,2649,0.5
3098,2649,0.75
2419,2649,0.75
1183,2648,1.0
272,2648,0.75
1474,2648,1.0
2657,2648,0.75
3373,2648,1.0
2221,2648,0.75
2523,2648,0.75
2893,2648,0.75
307,2647,0.5
3077,2647,0.25
1383,2647,1.0
2541,2647,0.25
2979,2647,1.0
2238,2647,0.75
3309,2647,1.0
1940,2647,0.25
3047,2647,1.0
3073,2646,1.0
476,2646,0.75
1319,2646,1.0
2449,2646,1.0
3254,2646,0.5
2922,2646,0.25
1520,2646,0.75
1440,2645,0.75
2879,2645,0.75
663,2645,0.25
23,2645,1.0
432,2645,0.75
679,2644,0.75
2449,2644,1.0
3129,2644,0.75
23,2644,1.0
1299,2643,1.0
1040,2643,0.75
23,2643,1.0
2125,2643,0.75
1991,2643,0.5
3496,2643,1.0
2519,2643,0.5
2231,2643,1.0
481,2643,0.75
1806,2643,1.0
3052,2643,0.75
2131,2643,1.0
2765,2643,0.75
3442,2642,1.0
23,2642,1.0
2510,2642,0.75
3120,2642,1.0
2202,2642,1.0
566,2642,1.0
34,2642,0.5
184,2642,1.0
2691,2642,1.0
378,2642,1.0
1090,2642,0.75
2846,2642,1.0
2367,2642,1.0
1449,2641,1.0
518,2641,0.5
1299,2641,1.0
193,2641,0.75
2189,2641,1.0
3356,2641,1.0
2215,2641,1.0
3003,2641,0.75
206,2641,1.0
2525,2641,1.0
23,2641,1.0
2503,2641,1.0
1288,2641,0.75
1078,2640,0.75
1845,2640,1.0
3002,2640,1.0
850,2640,0.75
2078,2640,0.75
3099,2640,1.0
2869,2640,0.75
3441,2640,0.75
913,2640,0.75
2418,2640,1.0
3411,2639,0.75
690,2639,0.5
608,2639,0.75
1374,2639,1.0
1535,2639,1.0
1043,2639,0.75
202,2638,1.0
2843,2638,0.75
2292,2638,0.75
2244,2638,1.0
676,2638,1.0
499,2638,0.75
343,2638,0.75
1687,2637,0.75
1358,2637,0.75
1168,2637,1.0
608,2637,0.75
2809,2637,0.75
1819,2637,0.75
2292,2636,1.0
499,2636,0.75
903,2636,0.75
1233,2636,0.75
343,2636,1.0
1477,2636,0.5
1207,2636,0.5
689,2636,1.0
739,2636,0.75
2003,2636,1.0
2100,2636,1.0
3334,2635,0.75
2823,2635,1.0
2223,2635,1.0
2559,2635,1.0
2976,2635,0.75
1858,2635,1.0
2184,2634,1.0
783,2634,0.75
935,2634,1.0
2125,2634,0.5
658,2634,1.0
351,2634,0.75
3165,2634,0.5
3114,2634,0.75
3418,2634,1.0
1168,2633,0.75
3360,2633,1.0
1474,2633,1.0
935,2633,1.0
336,2633,1.0
1165,2633,0.5
1536,2633,0.0
59,2633,1.0
2271,2633,1.0
1692,2633,1.0
3436,2632,1.0
989,2632,1.0
2095,2632,0.5
1685,2632,0.75
1305,2632,0.5
3434,2632,1.0
328,2632,0.5
2896,2632,1.0
3452,2632,1.0
1537,2632,0.5
2636,2632,1.0
1467,2632,1.0
2427,2632,1.0
1306,2632,0.75
736,2631,0.75
1968,2631,1.0
3488,2631,1.0
2684,2631,1.0
894,2631,1.0
3502,2631,1.0
1634,2631,0.5
3173,2631,0.25
959,2631,1.0
2652,2631,1.0
2071,2631,1.0
2114,2630,0.75
2269,2630,1.0
588,2630,1.0
1087,2630,1.0
295,2630,0.75
1041,2630,0.75
450,2630,0.75
287,2630,0.75
2594,2630,0.75
2940,2629,1.0
339,2629,0.75
564,2629,1.0
578,2629,1.0
22,2629,0.75
2939,2629,0.75
3350,2629,0.75
3023,2629,1.0
959,2629,0.5
2225,2629,0.75
3028,2629,1.0
2232,2629,1.0
1776,2629,0.75
260,2628,1.0
3226,2628,0.75
2527,2628,1.0
22,2628,1.0
1742,2628,0.75
252,2628,1.0
1050,2628,1.0
3268,2628,0.5
821,2628,1.0
3417,2628,0.75
2238,2628,0.25
41,2628,1.0
903,2627,1.0
3413,2627,1.0
2655,2627,0.75
3490,2627,0.5
2445,2627,1.0
286,2627,0.0
2431,2627,0.75
3352,2627,0.75
3098,2627,0.75
2808,2627,0.5
3293,2626,0.75
1557,2626,0.75
28,2626,1.0
3396,2626,0.5
2681,2626,1.0
3394,2626,1.0
1337,2626,0.75
1409,2626,1.0
2837,2626,0.5
1884,2626,0.75
739,2626,0.75
210,2625,0.75
63,2625,0.75
650,2625,1.0
337,2625,1.0
1109,2625,0.75
2910,2625,1.0
1929,2625,0.75
239,2624,1.0
1542,2624,1.0
2650,2624,1.0
1109,2624,1.0
1367,2624,1.0
1783,2624,1.0
739,2624,0.75
2828,2624,0.75
2614,2624,1.0
816,2624,1.0
895,2624,0.75
1647,2624,1.0
2477,2623,1.0
2007,2623,0.75
2059,2623,1.0
1402,2623,1.0
1702,2623,0.75
1459,2623,1.0
455,2623,1.0
1771,2622,1.0
2337,2622,1.0
3220,2622,1.0
1931,2622,0.75
1229,2622,0.75
94,2622,0.5
515,2622,1.0
3251,2622,0.5
1594,2622,0.75
972,2621,1.0
1520,2621,0.75
121,2621,0.75
1120,2621,0.75
3235,2621,1.0
1582,2621,0.75
1100,2621,1.0
3471,2621,1.0
2782,2621,0.75
590,2621,0.75
402,2620,0.75
787,2620,1.0
2375,2620,1.0
511,2620,1.0
2108,2620,0.75
1302,2620,1.0
1277,2620,1.0
98,2620,0.75
2764,2620,0.5
1041,2620,0.75
3134,2620,0.5
2975,2620,1.0
1696,2620,0.75
897,2620,1.0
1705,2620,0.75
3501,2620,1.0
3108,2620,1.0
176,2619,0.75
3404,2619,0.75
2296,2619,1.0
1560,2619,1.0
78,2619,0.75
1587,2619,0.5
1239,2619,1.0
3347,2619,0.75
1896,2618,1.0
2196,2618,1.0
171,2618,1.0
942,2618,0.5
1142,2618,1.0
1271,2618,1.0
1492,2618,1.0
1213,2618,1.0
1475,2618,0.75
1102,2618,0.5
2398,2618,1.0
616,2618,0.75
1594,2618,0.5
1480,2618,1.0
1585,2617,1.0
1812,2617,1.0
1072,2617,0.75
1327,2617,1.0
297,2617,1.0
955,2617,1.0
1508,2617,1.0
3037,2616,0.75
429,2616,0.75
2770,2616,1.0
1470,2616,1.0
2707,2616,1.0
751,2616,1.0
2291,2616,0.75
3468,2616,1.0
1274,2616,0.25
967,2615,0.75
734,2615,0.75
217,2615,1.0
2063,2615,1.0
640,2615,1.0
1902,2615,0.75
2633,2615,1.0
121,2615,0.75
2869,2615,0.5
1589,2615,1.0
3441,2615,0.75
3129,2615,0.5
646,2615,1.0
2969,2614,0.75
1526,2614,1.0
3251,2614,0.75
2905,2614,0.75
3497,2614,1.0
2641,2614,1.0
1641,2614,0.75
1026,2614,0.75
1235,2614,0.5
421,2614,1.0
2635,2614,0.75
1917,2614,0.75
3433,2614,1.0
255,2614,0.75
1027,2614,1.0
830,2614,1.0
2310,2614,1.0
1476,2614,1.0
2507,2614,1.0
3366,2614,0.25
299,2613,1.0
2242,2613,1.0
2112,2613,1.0
1819,2613,1.0
2163,2613,0.75
317,2613,0.75
1735,2613,0.75
1206,2613,1.0
3407,2613,0.5
1141,2613,1.0
721,2613,1.0
3062,2613,0.75
2281,2613,0.75
1393,2613,1.0
976,2613,0.75
294,2612,1.0
3440,2612,1.0
1265,2612,0.75
872,2612,1.0
1437,2612,0.75
397,2612,0.75
2712,2612,1.0
2588,2612,1.0
2010,2611,0.75
3369,2611,0.5
2073,2611,1.0
772,2611,1.0
70,2611,0.75
142,2611,0.75
761,2610,0.75
2896,2610,1.0
1895,2610,1.0
2010,2610,1.0
2241,2610,0.75
2208,2610,0.75
2990,2610,1.0
1324,2610,1.0
3314,2610,1.0
2743,2610,1.0
2051,2610,1.0
3445,2610,1.0
3265,2610,1.0
269,2610,1.0
2801,2610,1.0
33,2610,1.0
3078,2610,0.75
3292,2610,1.0
3034,2610,1.0
3125,2610,0.75
822,2610,1.0
3396,2610,1.0
3058,2610,1.0
603,2610,0.75
2476,2610,1.0
2860,2610,1.0
3057,2610,1.0
2456,2610,1.0
2063,2610,1.0
1967,2610,0.75
453,2610,1.0
803,2610,1.0
2370,2610,0.75
3269,2610,1.0
3329,2610,1.0
2402,2610,1.0
1897,2610,0.75
1928,2610,0.75
2897,2610,0.75
593,2610,1.0
1219,2609,1.0
3298,2609,1.0
1326,2609,1.0
942,2609,1.0
2420,2609,0.75
3232,2609,1.0
2744,2609,0.75
2570,2608,0.75
1873,2608,1.0
2053,2608,1.0
1188,2608,0.75
453,2608,1.0
2680,2608,0.75
2919,2608,1.0
1655,2608,0.75
3509,2607,1.0
435,2607,1.0
2420,2607,1.0
309,2607,1.0
218,2607,1.0
1237,2607,0.5
3172,2607,1.0
2188,2607,1.0
3500,2607,1.0
864,2607,0.5
2982,2607,1.0
219,2607,0.75
3251,2607,0.5
421,2607,1.0
2347,2607,0.5
1003,2607,0.75
2455,2607,0.75
2370,2607,1.0
808,2607,1.0
1907,2607,0.75
820,2607,1.0
207,2607,0.75
2298,2607,0.75
3107,2607,1.0
2775,2607,1.0
2712,2607,1.0
3398,2607,1.0
359,2607,1.0
1666,2607,0.25
1697,2607,0.5
2483,2607,1.0
1987,2606,1.0
250,2606,1.0
1391,2606,1.0
2554,2606,1.0
846,2606,1.0
1947,2606,1.0
534,2606,0.75
1568,2606,1.0
1863,2606,0.5
3320,2606,1.0
1628,2606,1.0
984,2606,1.0
3260,2606,0.75
748,2605,1.0
3025,2605,0.25
304,2605,0.5
2338,2605,1.0
1360,2605,0.75
3164,2605,0.75
139,2605,0.0
239,2605,0.75
685,2605,0.75
1606,2605,0.75
1414,2605,0.0
1034,2605,1.0
779,2605,0.25
2270,2605,1.0
2358,2605,0.75
1339,2604,0.75
1733,2604,1.0
96,2604,1.0
3417,2604,0.75
2326,2604,1.0
666,2604,1.0
2439,2604,1.0
270,2603,0.75
345,2603,1.0
1873,2603,1.0
741,2603,1.0
317,2603,1.0
914,2603,1.0
2098,2603,1.0
1325,2603,1.0
1200,2603,1.0
1045,2603,0.75
1835,2603,1.0
1801,2603,0.75
2149,2603,0.75
1831,2603,1.0
1875,2603,1.0
3157,2603,1.0
3162,2603,1.0
2705,2602,0.75
1071,2602,0.75
3086,2602,0.75
2332,2602,1.0
291,2602,1.0
3162,2602,0.75
789,2601,1.0
914,2601,0.75
1552,2601,0.75
2425,2601,0.5
2373,2601,0.75
2053,2601,0.75
702,2601,1.0
963,2601,1.0
749,2601,1.0
1552,2600,0.75
1852,2600,0.75
3225,2600,0.75
1918,2600,1.0
1224,2600,0.75
2065,2600,0.75
1503,2600,1.0
2178,2600,1.0
2091,2600,0.75
789,2600,1.0
449,2600,1.0
761,2599,1.0
3034,2599,1.0
193,2599,1.0
3057,2599,1.0
3491,2599,1.0
1496,2599,0.75
2657,2599,0.75
327,2599,0.75
408,2599,1.0
2565,2599,1.0
236,2599,1.0
1940,2598,0.5
525,2598,1.0
406,2598,1.0
1488,2598,0.5
877,2598,0.5
383,2598,1.0
2934,2598,0.75
3233,2598,1.0
1883,2597,0.75
3002,2597,1.0
1781,2597,1.0
1624,2597,1.0
2091,2597,1.0
1289,2597,1.0
2747,2597,0.75
263,2597,1.0
591,2597,0.75
1710,2597,0.75
1191,2597,0.75
1188,2597,1.0
717,2597,1.0
545,2597,1.0
2087,2597,0.25
3157,2597,0.75
833,2596,1.0
1739,2596,1.0
3416,2596,1.0
237,2596,1.0
2886,2596,1.0
3181,2596,1.0
2671,2596,1.0
1452,2596,0.75
859,2596,1.0
1708,2596,0.75
1498,2596,1.0
2633,2596,1.0
34,2596,0.5
3482,2596,0.75
400,2596,1.0
554,2596,1.0
2504,2596,0.75
2223,2596,0.75
1335,2596,1.0
3073,2596,1.0
864,2596,0.75
1845,2595,1.0
3198,2595,1.0
2879,2595,1.0
3099,2595,0.75
875,2595,0.75
2154,2595,0.5
2671,2595,1.0
600,2595,0.5
308,2595,0.75
2525,2595,0.75
2667,2595,1.0
1778,2595,0.5
1454,2595,0.75
282,2594,1.0
3257,2594,1.0
1498,2594,1.0
2406,2594,1.0
2946,2594,1.0
72,2594,1.0
1938,2594,1.0
1033,2594,1.0
515,2594,0.75
3362,2594,1.0
1290,2594,0.0
944,2593,1.0
3084,2593,1.0
3031,2593,1.0
2168,2593,1.0
1096,2593,0.75
2530,2593,0.75
2905,2593,0.75
2061,2593,1.0
2514,2593,1.0
1324,2593,0.75
2555,2593,0.75
2112,2593,0.75
2216,2593,1.0
3380,2593,1.0
620,2593,1.0
648,2593,0.5
1586,2593,1.0
3438,2593,1.0
2540,2593,1.0
2854,2593,1.0
301,2593,0.75
895,2593,1.0
132,2593,1.0
2265,2593,0.5
3172,2593,0.75
203,2593,0.5
2770,2593,1.0
2077,2593,1.0
1444,2593,0.75
338,2593,0.75
2630,2593,0.75
1514,2593,0.75
2683,2593,1.0
284,2592,0.75
3089,2592,1.0
2944,2592,1.0
1873,2592,0.75
648,2592,1.0
457,2592,1.0
1069,2592,1.0
3389,2591,1.0
461,2591,0.5
1224,2591,0.5
3208,2591,0.75
1234,2591,1.0
807,2591,0.75
2940,2591,1.0
1829,2591,0.75
536,2591,1.0
3222,2591,1.0
2153,2591,0.5
3487,2591,0.75
560,2590,0.75
1253,2590,1.0
1164,2590,1.0
818,2590,0.75
1798,2590,0.75
667,2590,1.0
757,2590,1.0
248,2590,1.0
3215,2589,1.0
1625,2589,0.75
2108,2589,1.0
2157,2589,1.0
2346,2589,1.0
1253,2589,1.0
667,2589,1.0
145,2589,0.5
1603,2589,1.0
3434,2588,1.0
3327,2588,1.0
649,2588,1.0
1305,2588,1.0
3215,2588,1.0
145,2588,1.0
907,2588,1.0
910,2588,1.0
1164,2588,1.0
2060,2588,0.75
2817,2588,0.5
3054,2588,0.75
83,2588,0.75
669,2587,1.0
1580,2587,1.0
415,2587,0.75
1252,2587,0.75
1298,2587,1.0
1691,2587,1.0
2587,2587,0.75
2125,2587,1.0
1824,2587,0.5
2422,2587,1.0
811,2587,0.75
264,2587,0.5
987,2587,0.75
2830,2587,1.0
2953,2587,0.75
2561,2586,1.0
1893,2586,0.5
2798,2586,0.75
1403,2586,1.0
2731,2586,1.0
332,2586,1.0
1714,2586,1.0
2080,2586,0.5
2847,2585,1.0
3338,2585,1.0
2068,2585,1.0
2473,2585,1.0
2294,2585,0.5
1503,2585,1.0
2238,2585,1.0
992,2585,1.0
1315,2585,1.0
500,2585,0.75
276,2584,0.5
1237,2584,1.0
2233,2584,1.0
1068,2584,1.0
1248,2584,1.0
3060,2584,1.0
47,2584,1.0
1794,2584,1.0
2658,2584,0.75
1116,2584,1.0
2400,2584,1.0
2752,2584,1.0
23,2584,1.0
196,2584,0.75
2786,2584,1.0
3321,2584,1.0
255,2584,1.0
1882,2584,1.0
1963,2584,1.0
848,2584,1.0
3496,2584,1.0
2380,2584,1.0
3066,2584,1.0
39,2584,1.0
94,2584,1.0
2253,2584,1.0
1464,2584,0.75
72,2584,1.0
1290,2584,0.75
2066,2584,0.75
2916,2584,0.75
3022,2584,0.5
3446,2584,0.75
2131,2584,0.75
934,2583,0.75
2353,2583,1.0
3032,2583,0.75
1693,2583,0.75
1310,2583,0.75
829,2583,0.75
1500,2583,1.0
2738,2583,0.25
130,2583,1.0
809,2583,1.0
1378,2583,1.0
1095,2582,1.0
1605,2582,0.75
2717,2582,0.75
259,2582,0.75
1682,2582,1.0
1210,2582,1.0
681,2582,0.75
1755,2582,0.75
858,2582,1.0
3183,2582,0.5
2403,2582,1.0
3535,2582,1.0
427,2582,1.0
916,2582,0.75
1142,2582,0.75
2204,2582,1.0
1928,2582,1.0
862,2582,1.0
697,2582,1.0
844,2581,1.0
151,2581,0.75
2473,2581,1.0
1072,2581,0.5
1886,2581,0.75
883,2580,0.75
3392,2580,0.75
3078,2580,1.0
1772,2580,1.0
230,2580,1.0
1808,2580,1.0
2844,2580,1.0
952,2580,0.75
377,2580,1.0
1755,2580,1.0
1502,2580,0.75
1344,2579,1.0
3507,2579,1.0
598,2579,1.0
1084,2579,0.75
2128,2579,1.0
1866,2579,1.0
307,2579,1.0
1912,2579,1.0
1867,2579,1.0
2728,2579,1.0
1788,2579,0.75
2348,2579,1.0
94,2579,0.75
2146,2578,1.0
3244,2578,1.0
1209,2578,1.0
1094,2578,1.0
1785,2578,1.0
1795,2578,1.0
1095,2578,1.0
2521,2577,1.0
1464,2577,1.0
3534,2577,0.75
62,2577,0.75
2624,2577,0.75
964,2577,1.0
3320,2577,1.0
2386,2577,0.5
1044,2577,1.0
944,2577,1.0
1980,2577,0.75
2736,2577,1.0
2089,2577,1.0
2188,2577,0.5
2038,2577,1.0
578,2577,1.0
2063,2577,1.0
440,2577,0.75
2573,2576,1.0
991,2576,0.5
2731,2576,1.0
2986,2576,1.0
374,2576,0.75
580,2576,1.0
2552,2576,0.75
1374,2576,1.0
2679,2576,1.0
393,2576,0.75
2510,2576,1.0
2155,2576,1.0
371,2576,0.75
1509,2576,1.0
2154,2576,0.5
3368,2576,1.0
144,2576,1.0
3095,2576,1.0
465,2576,0.5
1026,2576,0.75
1476,2576,1.0
2156,2576,0.75
2736,2576,1.0
1684,2576,1.0
2658,2576,1.0
377,2576,0.75
679,2576,1.0
2569,2576,0.5
2683,2576,1.0
788,2576,1.0
3239,2576,1.0
2665,2576,0.75
3402,2575,1.0
884,2575,1.0
749,2575,1.0
96,2575,1.0
2919,2575,1.0
3072,2575,0.75
2836,2575,0.75
939,2575,1.0
95,2575,1.0
373,2575,1.0
2684,2574,1.0
2005,2574,0.75
1580,2574,0.75
2772,2574,1.0
106,2574,1.0
1344,2574,1.0
1775,2574,1.0
2374,2574,1.0
2898,2573,0.75
2331,2573,1.0
70,2573,1.0
1704,2573,1.0
1037,2573,1.0
3360,2573,1.0
2540,2573,0.5
3020,2573,0.75
2972,2573,0.75
1834,2573,0.75
930,2573,1.0
2245,2573,1.0
579,2573,1.0
829,2573,1.0
3047,2573,1.0
917,2573,1.0
1239,2573,1.0
1933,2573,1.0
909,2573,1.0
3118,2573,0.5
1081,2572,1.0
1966,2572,1.0
387,2572,1.0
749,2572,0.75
2544,2572,0.75
189,2572,1.0
1761,2572,1.0
2639,2572,1.0
1234,2572,1.0
2549,2572,0.75
1378,2572,1.0
1662,2572,0.75
1691,2572,0.75
3031,2572,0.75
3014,2572,0.75
1856,2572,0.75
202,2571,0.5
2689,2571,0.75
174,2571,0.75
763,2571,0.75
2261,2571,1.0
1780,2571,1.0
809,2571,0.75
740,2571,0.5
2561,2571,0.75
3133,2571,0.75
2777,2570,1.0
19,2570,1.0
349,2570,1.0
1292,2570,1.0
2425,2570,1.0
884,2570,0.75
1167,2570,1.0
3226,2570,1.0
1325,2570,1.0
1045,2570,0.75
3072,2570,0.75
2836,2570,1.0
2473,2570,0.75
3327,2569,0.5
1599,2569,1.0
1312,2569,1.0
1467,2569,0.5
1242,2569,1.0
1603,2569,0.75
3287,2569,1.0
1693,2569,1.0
2913,2568,1.0
783,2568,1.0
1200,2568,0.75
2841,2568,0.75
2489,2568,1.0
2013,2568,1.0
808,2568,0.5
977,2568,1.0
1397,2567,1.0
3164,2567,1.0
2635,2567,1.0
2083,2567,1.0
2624,2567,1.0
2089,2567,1.0
526,2567,0.75
1108,2567,1.0
102,2567,0.75
1526,2567,1.0
218,2567,1.0
1692,2567,1.0
581,2567,1.0
485,2567,1.0
206,2567,1.0
828,2567,1.0
2983,2567,1.0
2041,2567,1.0
695,2567,1.0
719,2567,0.75
465,2567,1.0
2901,2567,1.0
2227,2567,0.75
2683,2567,1.0
2593,2567,1.0
2781,2567,1.0
2152,2567,0.75
880,2567,1.0
1976,2567,1.0
3533,2567,1.0
1217,2567,1.0
3368,2567,1.0
2868,2567,1.0
594,2567,1.0
1244,2567,1.0
1594,2567,0.75
3245,2567,1.0
682,2567,1.0
2296,2567,1.0
2789,2567,1.0
2510,2567,1.0
715,2567,1.0
739,2567,0.75
2604,2567,1.0
244,2567,1.0
3015,2567,0.75
2623,2567,1.0
229,2567,1.0
2358,2567,1.0
1782,2567,1.0
3133,2567,0.75
2957,2567,1.0
3071,2567,1.0
2729,2567,1.0
1764,2567,1.0
2937,2567,1.0
2151,2567,1.0
3449,2567,0.75
3122,2567,1.0
2090,2566,1.0
309,2566,1.0
2479,2566,1.0
245,2566,1.0
763,2566,1.0
759,2566,0.75
3506,2566,0.5
2234,2566,1.0
3530,2566,1.0
2372,2566,0.75
1526,2566,1.0
3368,2566,1.0
1119,2566,1.0
3212,2566,1.0
3167,2566,1.0
625,2566,0.75
3114,2566,1.0
1301,2566,0.75
2658,2566,1.0
1022,2566,1.0
1815,2566,1.0
565,2566,1.0
2154,2566,0.75
2675,2566,0.5
11,2566,0.75
3106,2566,1.0
3230,2566,0.75
1683,2566,0.75
1072,2566,0.75
1782,2566,1.0
2623,2566,1.0
3122,2566,1.0
1561,2566,0.75
2458,2566,1.0
3462,2566,1.0
1449,2565,1.0
3298,2565,1.0
2173,2565,1.0
2409,2565,1.0
3172,2565,0.75
1381,2565,1.0
2301,2565,0.75
2421,2565,1.0
3088,2565,0.25
3207,2565,1.0
1151,2565,1.0
2926,2564,0.5
1254,2564,0.75
1747,2564,0.75
830,2564,1.0
1724,2564,1.0
1800,2563,1.0
48,2563,1.0
944,2563,1.0
1237,2563,0.75
1415,2563,1.0
79,2563,1.0
3190,2563,1.0
896,2563,1.0
2380,2563,1.0
1674,2563,0.75
722,2563,1.0
748,2563,1.0
2858,2563,0.75
1668,2563,1.0
365,2563,1.0
3018,2563,1.0
2638,2563,0.75
1223,2563,1.0
799,2563,1.0
1293,2563,0.75
3117,2563,1.0
3166,2563,1.0
2078,2563,0.75
3054,2563,1.0
842,2563,1.0
2911,2563,0.75
2355,2563,1.0
3159,2563,0.75
2716,2563,1.0
2525,2563,1.0
400,2563,1.0
1789,2563,0.5
2623,2563,0.25
1400,2562,1.0
2804,2562,1.0
792,2562,1.0
990,2562,1.0
2099,2562,0.75
2392,2562,1.0
1152,2562,1.0
537,2562,0.75
2152,2562,0.75
679,2562,0.75
1845,2562,0.5
3248,2562,0.75
3470,2561,1.0
3354,2561,0.0
2812,2561,0.75
639,2561,0.5
1010,2561,1.0
396,2561,1.0
3212,2561,1.0
1066,2561,1.0
2818,2561,1.0
1873,2560,1.0
3323,2560,0.75
1045,2560,0.5
1231,2560,0.75
1802,2560,1.0
2950,2560,1.0
2749,2560,0.0
3457,2559,0.75
1377,2559,1.0
2204,2559,0.75
2609,2559,0.5
3158,2559,0.25
2567,2559,0.75
808,2558,1.0
654,2558,1.0
3188,2558,0.75
3125,2558,1.0
1634,2558,1.0
342,2558,1.0
3329,2558,0.75
1219,2558,1.0
1424,2558,1.0
2980,2557,1.0
762,2557,1.0
1849,2557,1.0
1493,2557,1.0
1250,2557,1.0
408,2557,1.0
1654,2557,0.5
